name,genre,platform,esrbrating,publisher,year,metascore,userscore,sales
Namco Museum Remix,Misc,Wii,E,BandaiNamco,2007,49,70,0.74
The Amazing Spider-Man (2012),Action,Xbox 360,T,ActivisionBlizzard,2012,69,74,0.74
Naruto Shippuden: Ultimate Ninja Storm Generations,Fighting,PlayStation 3,T,BandaiNamco,2012,74,71,0.74
Marvel: Ultimate Alliance 2,RPG,PlayStation 3,T,ActivisionBlizzard,2009,74,72,0.74
Harvest Moon: Animal Parade,Simulation,Wii,E,Other,2009,76,87,0.74
Sword of Mana,RPG,Game Boy Advance,E,Nintendo,2003,72,85,0.74
Pirates of the Caribbean: At World's End,Action,PlayStation 3,T,Other,2007,55,71,0.73
Tiger Woods PGA Tour 08,Sports,PlayStation 3,E,EA,2007,79,66,0.73
Brink,Shooter,PlayStation 3,T,Other,2011,72,58,0.73
Split/Second,Racing,PlayStation 3,E,Other,2010,84,80,0.73
Crysis 2,Shooter,PC,M,EA,2011,86,69,0.73
iCarly,Adventure,Nintendo DS,E,ActivisionBlizzard,2009,,,0.73
Final Fantasy XIII-2,RPG,Xbox 360,T,SquareEnix,2012,79,64,0.73
Classic NES Series: Donkey Kong,Action,Game Boy Advance,E,Nintendo,2004,55,67,0.73
The Sims 4,Simulation,Xbox One,T,EA,2017,66,30,0.73
My Little Pony: Pinkie Pie's Party,Adventure,Nintendo DS,E,THQ,2008,,,0.73
MLB 10: The Show,Sports,PlayStation 3,E,Sony,2010,91,81,0.73
WWE SmackDown vs. Raw 2010,Fighting,Wii,T,THQ,2009,78,79,0.73
Need for Speed: Payback,Racing,Xbox One,T,EA,2017,61,38,0.73
NHL 11,Sports,Xbox 360,E,EA,2010,88,77,0.73
MLB 14 The Show,Sports,PlayStation 4,E,Sony,2014,83,76,0.73
Oddworld: Munch's Oddysee,Action,Xbox,T,Microsoft,2001,80,86,0.73
Just Dance Wii,Misc,Wii,E,Nintendo,2011,49,79,0.73
Madden NFL 11,Sports,Wii,E,EA,2010,75,54,0.73
Homeworld Remastered Collection,Strategy,PC,E,Other,2015,86,82,0.73
NCAA Football 07,Sports,Xbox 360,E,EA,2006,79,70,0.73
The Incredible Adventures of Van Helsing,RPG,PC,T,Other,2006,72,82,0.73
Full Spectrum Warrior,Strategy,Xbox,M,THQ,2004,84,84,0.73
Star Ocean: The Last Hope International,RPG,PlayStation 3,T,SquareEnix,2010,74,78,0.73
Katamari Damacy,Puzzle,PlayStation 2,E,BandaiNamco,2004,86,88,0.73
Beyblade VForce: Ultimate Blader Jam,Action,Game Boy Advance,E,Other,2003,,,0.73
Monopoly Streets,Misc,Wii,E,EA,2010,65,52,0.73
God Eater,Action,PlayStation Portable,,Other,2011,,,0.73
Shaun Palmer's Pro Snowboarder,Sports,PlayStation 2,E,ActivisionBlizzard,2001,64,86,0.73
Harvest Moon DS: Island of Happiness,Simulation,Nintendo DS,E,Other,2008,65,72,0.72
Indiana Jones and the Staff of Kings,Action,Wii,T,Other,2009,55,69,0.72
Star Wars Episode III: Revenge of the Sith,Action,Game Boy Advance,E,Ubisoft,2005,73,79,0.72
Ultimate Spider-Man,Action,PlayStation 2,T,ActivisionBlizzard,2005,74,80,0.72
Imagine: Interior Designer,Simulation,Nintendo DS,E,Ubisoft,2008,,,0.72
XCOM: Enemy Unknown,Strategy,PC,M,Other,2012,89,82,0.72
Monster Hunter Generations Ultimate,Action,Nintendo Switch,T,Other,2018,80,84,0.72
WipEout Omega Collection,Racing,PlayStation 4,E,Sony,2017,85,81,0.72
Rabbids Go Home,Action,Nintendo DS,E,Ubisoft,2009,70,58,0.72
Devil May Cry HD Collection,Action,PlayStation 3,M,Other,2012,74,89,0.72
NBA Live 08,Sports,PlayStation 2,E,EA,2007,68,67,0.72
Dead to Rights,Shooter,Xbox,M,BandaiNamco,2002,73,83,0.72
MLB 09: The Show,Sports,PlayStation 3,E,Sony,2009,90,81,0.72
Bendy and the Ink Machine,Puzzle,PC,T,Other,2018,,,0.72
Tiger Woods PGA Tour 07,Sports,PlayStation 2,E,EA,2006,79,60,0.72
Major League Baseball 2K7,Sports,Xbox 360,E,Other,2007,79,71,0.72
Yakuza 2,Adventure,PlayStation 2,M,Sega,2008,77,87,0.72
Kirby: Canvas Curse,Action,Nintendo DS,E,Nintendo,2005,86,78,0.72
Madden NFL 10,Sports,Wii,E,EA,2009,77,71,0.72
Jampack Winter 2001,Misc,PlayStation 2,M,Sony,2001,,,0.72
Ben 10: Protector of Earth,Action,PlayStation Portable,E,Other,2007,60,73,0.72
NBA Live 09,Sports,Xbox 360,E,EA,2008,77,75,0.72
The LEGO Movie Videogame,Action,Nintendo 3DS,E,Other,2014,,,0.72
LEGO Dimensions,Action,Xbox One,E,Other,2015,80,69,0.72
Blur,Racing,PlayStation 3,E,ActivisionBlizzard,2010,81,81,0.72
Super Monkey Ball Jr.,Puzzle,Game Boy Advance,E,THQ,2002,82,79,0.72
James Cameron's Avatar: The Game,Action,Wii,T,Ubisoft,2009,60,37,0.72
Battlefield: Bad Company 2,Shooter,PC,M,EA,2010,87,83,0.72
Mobile Suit Gundam: Encounters in Space,Simulation,PlayStation 2,T,BandaiNamco,2003,66,86,0.72
Guacamelee!,Action,PC,E,Other,2013,,,0.72
F1 2011,Racing,Xbox 360,E,Other,2011,84,71,0.72
Mx vs. ATV Reflex,Racing,Xbox 360,E,THQ,2009,75,64,0.72
The Sims 2: Castaway,Simulation,Nintendo DS,E,EA,2007,66,44,0.72
Deus Ex: Mankind Divided,RPG,PlayStation 4,M,SquareEnix,2016,84,76,0.72
The Lord of the Rings: The Two Towers,Action,Xbox,T,EA,2002,79,82,0.71
Madden NFL 2003,Sports,Xbox,E,EA,2002,92,76,0.71
Skate,Sports,Xbox 360,T,EA,2007,86,84,0.71
Mortal Kombat (2011),Fighting,PlayStation Vita,M,Other,2012,,,0.71
DiRT 3,Racing,Xbox 360,T,Other,2011,87,70,0.71
Youtubers Life,Simulation,PC,,Other,2011,63,70,0.71
Virtua Fighter 4: Evolution,Fighting,PlayStation 2,T,Sega,2003,93,87,0.71
Risen 2: Dark Waters,RPG,PC,M,Other,2012,69,57,0.71
The Crew,Racing,Xbox One,T,Ubisoft,2014,64,57,0.71
Astro Bot Rescue Mission,Action,PlayStation 4,E,Sony,2018,90,89,0.71
Super Trucks Racing,Racing,PlayStation 2,E,Other,2003,66,,0.71
SoulCalibur VI,Fighting,PlayStation 4,T,BandaiNamco,2018,84,65,0.71
Conker: Live And Reloaded,Action,Xbox,M,Microsoft,2005,78,83,0.71
Silent Hill 3,Adventure,PlayStation 2,M,Other,2003,85,89,0.71
God of War: Origins Collection,Action,PlayStation 3,M,Sony,2011,84,86,0.71
The LEGO Movie Videogame,Action,PlayStation 4,E,Other,2014,71,71,0.71
Madden NFL 08,Sports,PlayStation Portable,E,EA,2007,75,74,0.71
Scooby-Doo 2: Monsters Unleashed,Action,Game Boy Advance,E,THQ,2004,46,,0.71
Power Rangers: Dino Thunder,Action,PlayStation 2,E,THQ,2004,49,68,0.71
Madden NFL 09,Sports,PlayStation Portable,E,EA,2008,68,65,0.71
Monster Hunter 3 Ultimate,RPG,Wii U,T,Other,2013,82,82,0.71
DEFCON: Everybody Dies,Strategy,PC,T,Other,2007,84,83,0.71
SSX,Sports,Xbox 360,E,EA,2012,82,64,0.71
Dynasty Warriors 6,Action,PlayStation 3,T,Other,2008,59,72,0.71
LEGO Harry Potter: Years 1-4,Adventure,PlayStation Portable,E,Other,2010,71,73,0.71
Final Fantasy XIII,RPG,PC,T,Other,2010,65,56,0.71
Catherine,Puzzle,PlayStation 3,M,Other,2011,79,81,0.71
NCAA Football 09,Sports,Xbox 360,E,EA,2008,83,77,0.71
Doom 3: Resurrection of Evil,Shooter,Xbox,M,ActivisionBlizzard,2005,77,81,0.71
Plants vs Zombies: Garden Warfare,Shooter,Xbox One,E,EA,2014,76,75,0.71
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,RPG,Wii,T,SquareEnix,2008,65,60,0.71
LEGO Batman 2: DC Super Heroes,Action,Nintendo DS,E,Other,2012,,,0.71
Resident Evil 4,Action,PC,M,Ubisoft,2007,76,75,0.7
Prey (2017),Shooter,PC,M,Other,2017,83,79,0.7
Two Worlds,RPG,Xbox 360,M,Other,2007,50,55,0.7
Spider-Man 2,Action,PlayStation Portable,T,ActivisionBlizzard,2005,67,64,0.7
WWE SmackDown vs. Raw 2011,Fighting,PlayStation Portable,T,THQ,2010,,,0.7
Ace Attorney Investigations: Miles Edgeworth,Adventure,Nintendo DS,T,Other,2010,78,84,0.7
Two Worlds II,RPG,PC,M,Other,2011,76,64,0.7
Gunpoint,Action,PC,,Other,2011,83,84,0.7
FIFA Soccer 11,Sports,Nintendo DS,E,EA,2010,63,,0.7
NCAA Football 08,Sports,Xbox 360,E,EA,2007,81,78,0.7
Star Wars: Obi-Wan,Action,Xbox,T,Other,2001,58,56,0.7
Disney Infinity 2.0: Marvel Super Heroes,Action,Wii U,E,Other,2014,73,62,0.7
Kill.Switch,Shooter,PlayStation 2,M,BandaiNamco,2003,73,82,0.7
Viscera Cleanup Detail,Adventure,PC,,Other,2003,,,0.7
Skylanders: Trap Team,Action,PlayStation 3,E,ActivisionBlizzard,2014,,,0.7
Infinite Undiscovery,RPG,Xbox 360,T,SquareEnix,2008,68,71,0.7
F-14 Tomcat,Action,Game Boy Advance,E,Other,2001,67,80,0.7
SplashDown,Racing,PlayStation 2,E,Other,2001,84,82,0.7
Mario & Sonic at the Rio 2016 Olympic Games,Sports,Nintendo 3DS,E,Nintendo,2016,60,68,0.7
RIFT,RPG,PC,T,Other,2011,84,73,0.7
Need for Speed Rivals,Racing,Xbox One,E,EA,2013,75,58,0.7
Jade Empire,RPG,Xbox,M,Microsoft,2005,89,85,0.7
Hannah Montana: The Movie,Adventure,Nintendo DS,E,Other,2009,,,0.7
NHL 12,Sports,Xbox 360,E,EA,2011,86,70,0.7
Advance Wars,Strategy,Game Boy Advance,E,Nintendo,2001,92,89,0.7
Marvel vs. Capcom: Infinite,Fighting,PlayStation 4,T,Other,2017,72,46,0.7
Ape Escape: On the Loose,Action,PlayStation Portable,E,Sony,2005,66,66,0.7
NASCAR 2001,Racing,PlayStation 2,E,EA,2000,66,65,0.7
Wolfenstein II: The New Colossus,Shooter,Xbox One,M,Other,2017,88,63,0.7
James Bond 007: Blood Stone,Action,PlayStation 3,T,ActivisionBlizzard,2010,65,74,0.7
MLB 08: The Show,Sports,PlayStation 3,E,Sony,2008,85,87,0.7
Transformers: Revenge of the Fallen,Action,PlayStation 3,T,ActivisionBlizzard,2009,63,70,0.7
Metal Gear Solid HD Collection,Action,Xbox 360,M,Other,2011,90,87,0.7
Mafia,Action,PlayStation 2,M,Other,2004,65,76,0.7
Mobile Suit Gundam: Journey to Jaburo,Simulation,PlayStation 2,T,BandaiNamco,2001,58,82,0.7
The Sims: Medieval,Simulation,PC,T,EA,2011,77,60,0.7
Monster Hunter Stories,RPG,Nintendo 3DS,E,Other,2017,79,82,0.7
TimeSplitters 2,Shooter,PlayStation 2,T,Other,2002,90,88,0.7
Rocksmith 2014,Misc,PC,T,Ubisoft,2016,89,79,0.7
Driver: San Francisco,Racing,Xbox 360,T,Ubisoft,2011,80,76,0.7
Classic NES Series: Zelda II: The Adventure of Link,Adventure,Game Boy Advance,E,Nintendo,2004,73,72,0.7
LEGO Rock Band,Misc,Wii,E,Other,2009,70,64,0.7
Disney's Chicken Little,Action,Game Boy Advance,E,Other,2005,71,,0.7
MotionSports,Sports,Xbox 360,T,Ubisoft,2010,40,40,0.69
Metal Gear Solid: Portable Ops Plus,Action,PlayStation Portable,T,Other,2007,65,76,0.69
Ratchet & Clank: Into the Nexus,Misc,PlayStation 3,E,Sony,2013,76,84,0.69
FIFA 13,Sports,Wii,E,EA,2012,,,0.69
World of Zoo,Simulation,Nintendo DS,E,THQ,2009,,,0.69
Halo 2 Multiplayer Map Pack,Shooter,Xbox,M,Microsoft,2005,89,76,0.69
Mortal Kombat: Shaolin Monks,Action,PlayStation 2,M,Other,2005,77,88,0.69
MX vs. ATV Unleashed: On the Edge,Racing,PlayStation Portable,E,THQ,2006,68,81,0.69
The Evil Within,Misc,Xbox One,M,Other,2014,79,74,0.69
Metal Gear Rising: Revengeance,Action,PC,M,Other,2014,83,80,0.69
The Sly Collection,Action,PlayStation 3,E,Sony,2010,85,89,0.69
Mario Pinball Land,Misc,Game Boy Advance,E,Nintendo,2004,62,49,0.69
Terraria,Action,Xbox 360,T,Other,2013,81,72,0.69
Prince of Persia: The Forgotten Sands,Action,PlayStation 3,T,Ubisoft,2010,75,74,0.69
The Sims 2: Apartment Pets,Simulation,Nintendo DS,E,EA,2008,50,22,0.69
Fortnite,Shooter,Nintendo Switch,T,Other,2018,83,52,0.69
Top Spin 4,Sports,PlayStation 3,E,Other,2011,82,82,0.69
Dark Souls II: Scholar of the First Sin,RPG,PlayStation 4,T,BandaiNamco,2015,87,80,0.69
Kirby's Dream Collection: Special Edition,Action,Wii,E,Nintendo,2012,82,87,0.69
X-Men Origins: Wolverine - Uncaged Edition,Action,Xbox 360,M,ActivisionBlizzard,2009,75,83,0.69
Democracy 3,Misc,PC,,Other,2013,70,72,0.69
IL-2 Sturmovik: Birds of Prey,Simulation,PlayStation 3,T,Other,2009,81,74,0.69
Shrek the Third,Action,Xbox 360,E,ActivisionBlizzard,2007,,,0.69
Mario Party: The Top 100,Misc,Nintendo 3DS,E,Nintendo,2017,59,67,0.69
Rayman Legends,Action,Nintendo Switch,E,Ubisoft,2017,,,0.69
LEGO Worlds,Misc,Xbox One,E,Other,2017,69,64,0.69
Baldur's Gate: Dark Alliance II,RPG,PlayStation 2,T,Other,2004,78,83,0.68
Shark Tale,Action,Game Boy Advance,E,ActivisionBlizzard,2004,63,78,0.68
F1 2015,Racing,PlayStation 4,E,Other,2015,65,64,0.68
MX vs. ATV Untamed,Racing,Xbox 360,E,THQ,2007,70,68,0.68
Test Drive Unlimited 2,Racing,Xbox 360,T,Other,2011,68,64,0.68
Hot Shots Golf: Open Tee 2,Sports,PlayStation Portable,E,Sony,2008,82,81,0.68
NBA Street Vol. 2,Sports,Xbox,E,EA,2003,89,80,0.68
Rayman Legends,Action,Wii U,E,Ubisoft,2013,92,88,0.68
The Last Remnant,RPG,Xbox 360,M,SquareEnix,2008,66,68,0.68
Borderlands: The Handsome Collection,Shooter,Xbox One,M,Other,2015,80,79,0.68
SpaceChem,Puzzle,PC,,Other,2011,84,84,0.68
NCAA Football 2005,Sports,Xbox,E,EA,2004,89,78,0.68
Rune Factory 4,RPG,Nintendo 3DS,E,Other,2013,78,81,0.68
Prince of Persia: The Two Thrones,Adventure,PlayStation 2,M,Ubisoft,2005,85,85,0.68
Iron Man,Action,PlayStation 3,T,Sega,2008,42,62,0.68
Company of Heroes 2,Misc,PC,M,Sega,2013,80,21,0.68
Frozen: Olaf's Quest,Action,Nintendo 3DS,E,Other,2013,,,0.68
Mercenaries: Playground of Destruction,Action,Xbox,T,Other,2005,,,0.68
Lalaloopsy,Simulation,Nintendo DS,E,ActivisionBlizzard,2011,,,0.68
Frostpunk,Strategy,PC,M,Other,2011,84,84,0.68
Borderlands 2,Shooter,PlayStation Vita,M,Other,2014,64,77,0.68
LEGO Harry Potter: Years 5-7,Action,Nintendo DS,E,Other,2011,69,,0.68
FIFA Soccer 06,Sports,Xbox,E,EA,2005,80,75,0.68
Fight Night 2004,Fighting,Xbox,T,EA,2004,85,82,0.68
Tourist Trophy: The Real Riding Simulator,Racing,PlayStation 2,E,Sony,2006,74,86,0.68
METRO Redux,Shooter,PlayStation 4,M,Other,2014,83,79,0.68
.hack//Mutation Part 2,RPG,PlayStation 2,T,BandaiNamco,2003,76,85,0.68
Cars: Mater-National Championship,Racing,Nintendo DS,E,THQ,2007,69,71,0.68
The Last Story,RPG,Wii,T,Other,2012,80,85,0.68
Disney Tangled,Action,Wii,E,Other,2010,63,74,0.68
NHL 13,Sports,Xbox 360,E,EA,2012,83,66,0.68
Midway Arcade Treasures 2,Misc,PlayStation 2,M,Other,2004,74,,0.68
Need for Speed: Shift 2 Unleashed,Racing,PlayStation 3,E,EA,2011,,,0.67
Return to Castle Wolfenstein: Tides of War,Shooter,Xbox,M,ActivisionBlizzard,2003,84,84,0.67
Spider-Man 3,Action,PlayStation 3,T,ActivisionBlizzard,2007,60,69,0.67
One Finger Death Punch,Fighting,PC,,Other,2007,,,0.67
Lollipop Chainsaw,Action,PlayStation 3,M,Other,2012,67,72,0.67
Call of Duty: Ghosts,Shooter,PC,M,ActivisionBlizzard,2013,68,21,0.67
Rocksmith 2014,Misc,PlayStation 4,T,Ubisoft,2016,82,72,0.67
Telltale Games' Poker Night 2,Misc,PC,,Other,2013,,,0.67
Disney Infinity,Action,Wii U,E,Other,2013,71,76,0.67
Inside,Action,PC,M,Other,2016,87,86,0.67
Diablo III: Eternal Collection,Action,Nintendo Switch,M,ActivisionBlizzard,2018,88,80,0.67
Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyoukai Kounin: KanKen DS,Misc,Nintendo DS,,Other,2006,,,0.67
Armored Core 3,Simulation,PlayStation 2,T,Other,2002,74,87,0.67
Star Wars: Republic Commando,Shooter,Xbox,T,Other,2005,78,88,0.67
Turok,Shooter,PlayStation 3,M,Other,2008,67,59,0.67
Taiko no Tatsujin Wii,Misc,Wii,,BandaiNamco,2008,,,0.67
The Sims 3,Simulation,Nintendo DS,E,EA,2010,73,62,0.67
Resident Evil VII: Biohazard,Action,PC,M,Other,2017,83,77,0.67
Country Dance,Misc,Wii,E,Other,2011,,,0.67
Unreal Tournament III,Shooter,PlayStation 3,M,Other,2007,86,77,0.67
Summer Sports: Paradise Island,Sports,Wii,E,Other,2008,46,46,0.67
Tom Clancy's EndWar,Strategy,PlayStation 3,T,Ubisoft,2008,76,68,0.67
LEGO Marvel Super Heroes 2,Action,Nintendo Switch,E,Other,2017,76,71,0.67
Fossil Fighters: Champions,RPG,Nintendo DS,E,Nintendo,2011,68,79,0.67
Mass Effect,RPG,PC,M,EA,2008,89,86,0.67
Bakugan: Battle Brawlers,Action,Wii,E,ActivisionBlizzard,2009,62,74,0.67
100 Classic Books,Misc,Nintendo DS,,Nintendo,2010,70,60,0.67
The Fairly Odd Parents: Breakin Da Rules,Action,PlayStation 2,E,THQ,2003,60,74,0.67
Madden NFL 10,Sports,PlayStation Portable,E,EA,2009,,,0.67
Napoleon: Total War,Strategy,PC,T,Sega,2010,81,79,0.67
Blazing Angels: Squadrons of WWII,Simulation,PlayStation 3,T,Ubisoft,2006,67,68,0.67
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Adventure,Game Boy Advance,E,Other,2005,66,68,0.67
Evolve,Shooter,Xbox One,M,Other,2015,74,51,0.67
Final Fantasy Crystal Chronicles: Ring of Fates,RPG,Nintendo DS,E,SquareEnix,2008,77,74,0.66
Plants vs Zombies: Garden Warfare,Shooter,PlayStation 3,E,EA,2014,,,0.66
Command & Conquer: Red Alert 3,Strategy,PC,T,EA,2008,82,68,0.66
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,Misc,Nintendo DS,,Other,2006,,,0.66
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,Misc,Nintendo DS,,Other,2006,,,0.66
WWE SmackDown vs. RAW 2007,Fighting,PlayStation Portable,T,THQ,2006,78,82,0.66
NFL Street,Sports,Xbox,E,EA,2004,81,87,0.66
The Darkness,Shooter,PlayStation 3,M,Other,2007,80,77,0.66
NHL 13,Sports,PlayStation 3,E,EA,2012,84,69,0.66
Tony Hawk's Proving Ground,Sports,PlayStation 2,T,ActivisionBlizzard,2007,65,66,0.66
The Sims 3: High-End Loft Stuff,Simulation,PC,T,EA,2010,,,0.66
Hidden Objects: Mystery Stories,Adventure,Nintendo DS,E,Other,2010,,,0.66
Book of Spells,Misc,PlayStation 3,E,Sony,2012,72,66,0.66
MLB 2004,Sports,PlayStation 2,E,Sony,2003,61,79,0.66
2014 FIFA World Cup Brazil,Sports,PlayStation 3,E,EA,2014,73,45,0.66
WWE 2K18,Sports,Xbox One,T,Other,2017,67,44,0.66
London 2012: The Official Video Game of the Olympic Games,Sports,PlayStation 3,E,Sega,2012,66,63,0.66
Naruto Shippuden: Ultimate Ninja 4,Fighting,PlayStation 2,T,BandaiNamco,2009,,,0.66
Taiko no Tatsujin Wii: Super Deluxe Edition,Misc,Wii,,BandaiNamco,2012,,,0.66
Castlevania: Lords of Shadow,Action,Xbox 360,M,Other,2010,83,79,0.66
FIFA 15,Sports,PlayStation Vita,E,EA,2014,,,0.66
NCAA March Madness 2003,Sports,PlayStation 2,E,EA,2002,74,80,0.66
TV Show King Party,Puzzle,Wii,E,Ubisoft,2008,65,75,0.66
Finding Nemo,Action,Xbox,E,THQ,2003,63,88,0.66
Thrillville,Strategy,PlayStation 2,E,Other,2006,69,31,0.66
The LEGO Movie Videogame,Action,Wii U,E,Other,2014,68,76,0.66
Jikkyou World Soccer 2000 Final Edition,Sports,PlayStation 2,,Other,2000,,,0.66
Ratatouille,Action,PlayStation Portable,E,THQ,2007,64,71,0.66
NHL 10,Sports,Xbox 360,E,EA,2009,88,83,0.66
Strawberry Shortcake: Summertime Adventure,Adventure,Game Boy Advance,E,Other,2004,,,0.66
Street Fighter Anniversary Collection,Fighting,PlayStation 2,T,Other,2004,78,84,0.66
Peppa Pig: Fun and Games,Misc,Nintendo DS,,Ubisoft,2010,,,0.66
One Piece: Pirate Warriors 2,Action,PlayStation 3,T,BandaiNamco,2014,71,78,0.66
NHL 16,Sports,PlayStation 4,E,EA,2015,78,54,0.66
Freedom Wars,Misc,PlayStation Vita,T,Sony,2014,73,83,0.66
Resident Evil: Revelations 2,Action,PC,M,Other,2015,74,71,0.66
Fist of the North Star: Ken's Rage,Action,PlayStation 3,M,Other,2010,60,70,0.66
Club Penguin: Elite Penguin Force - Herbert's Revenge,Adventure,Nintendo DS,E,Other,2010,,,0.66
Plants vs Zombies: Garden Warfare,Shooter,PlayStation 4,E,EA,2014,75,75,0.66
Shrek: Hassle at the Castle,Action,Game Boy Advance,E,Other,2002,71,78,0.66
Toy Story 3: The Video Game,Action,PlayStation Portable,E,Other,2010,,,0.66
Suikoden IV,RPG,PlayStation 2,T,Other,2005,63,74,0.66
Gods Eater Burst,Action,PlayStation Portable,T,Other,2011,71,80,0.66
Disney's Kim Possible 2: Drakken's Demise,Action,Game Boy Advance,E,Other,2004,77,78,0.66
Brothers In Arms: Road to Hill 30,Shooter,Xbox,M,Ubisoft,2005,88,80,0.66
Taiko no Tatsujin DS: Touch de Dokodon!,Misc,Nintendo DS,,BandaiNamco,2007,,,0.66
Tomb Raider: Definitive Edition,Action,Xbox One,M,SquareEnix,2014,86,77,0.66
Shaun White Snowboarding,Sports,PlayStation 3,T,Ubisoft,2008,63,63,0.66
Spyro Reignited Trilogy,Action,Xbox One,E,ActivisionBlizzard,2018,83,69,0.65
Wario: Master of Disguise,Action,Nintendo DS,E,Nintendo,2007,60,74,0.65
The Biggest Loser: Challenge,Sports,Wii,E,THQ,2010,74,81,0.65
Kung Fu Panda,Action,PlayStation 2,E,ActivisionBlizzard,2008,73,77,0.65
Dead or Alive 5,Fighting,PlayStation 3,M,Other,2015,74,77,0.65
Angry Birds Trilogy,Puzzle,Nintendo 3DS,E,ActivisionBlizzard,2012,62,50,0.65
Radiata Stories,RPG,PlayStation 2,T,SquareEnix,2005,74,86,0.65
Tearaway,Action,PlayStation Vita,E,Sony,2013,87,89,0.65
MX vs. ATV Untamed,Racing,PlayStation Portable,E,THQ,2007,59,75,0.65
The LEGO Movie Videogame,Action,Xbox One,E,Other,2014,69,68,0.65
Transformers: The Game,Action,PlayStation Portable,E,ActivisionBlizzard,2007,47,65,0.65
Disney's Chicken Little,Action,PlayStation 2,E,Other,2005,60,88,0.65
Tiger Woods PGA Tour 09,Sports,PlayStation 3,E,EA,2008,82,71,0.65
Scene It? Box Office Smash,Misc,Xbox 360,T,Microsoft,2008,76,74,0.65
Metal Slug 3,Shooter,PC,,Other,2008,,,0.65
Yoshi Topsy-Turvy,Action,Game Boy Advance,E,Nintendo,2005,60,68,0.65
Borderlands: The Pre-Sequel,Misc,PlayStation 3,M,Other,2014,77,63,0.65
Monster Jam: Maximum Destruction,Racing,PlayStation 2,T,Ubisoft,2002,47,60,0.65
Crafting Mama,Simulation,Nintendo DS,E,Other,2010,,,0.65
Crash Bandicoot N. Sane Trilogy,Action,Xbox One,E,ActivisionBlizzard,2018,79,70,0.65
Cartoon Network Block Party / Cartoon Network Speedway Double Pack,Misc,Game Boy Advance,E,Other,2005,52,,0.65
Wall-E,Action,PlayStation Portable,E,THQ,2008,64,60,0.65
Tiger Woods PGA Tour 09,Sports,Xbox 360,E,EA,2008,84,77,0.65
Advance Wars 2: Black Hole Rising,Strategy,Game Boy Advance,E,Nintendo,2003,89,88,0.65
Drakengard,RPG,PlayStation 2,M,SquareEnix,2004,63,82,0.65
SingStar Pop Hits,Misc,PlayStation 2,E,Sony,2007,73,75,0.65
007: Quantum of Solace,Shooter,Wii,T,ActivisionBlizzard,2008,54,73,0.65
Champions: Return to Arms,RPG,PlayStation 2,T,Sony,2005,77,81,0.65
Need for Speed: Undercover,Racing,Wii,T,EA,2008,54,61,0.65
Dragon Quest Monsters Joker 3,RPG,Nintendo 3DS,,SquareEnix,2016,,,0.65
Harry Potter and the Goblet of Fire,Adventure,PlayStation 2,E,EA,2005,68,64,0.65
Sonic Generations Collection,Action,PC,E,Other,2005,77,83,0.65
BIT.TRIP RUNNER,Action,PC,,Other,2011,,,0.65
Tales of Berseria,RPG,PlayStation 4,T,BandaiNamco,2017,79,70,0.65
SingStar R&B,Misc,PlayStation 2,,Sony,2007,,,0.65
Yakuza Zero,Adventure,PlayStation 4,M,Sega,2017,,,0.65
LEGO Dimensions,Action,Wii U,E,Other,2015,62,65,0.65
Tiger Woods PGA Tour 10,Sports,Xbox 360,E,EA,2009,80,69,0.65
LEGO City Undercover,Action,Nintendo Switch,E,Other,2017,78,78,0.65
Star Ocean: First Departure,RPG,PlayStation Portable,T,SquareEnix,2008,74,76,0.65
Far Cry 4,Shooter,PC,M,Ubisoft,2014,80,68,0.65
Super Robot Taisen Impact,Strategy,PlayStation 2,,Other,2002,,,0.65
One Piece: Burning Blood,Fighting,PlayStation 4,T,BandaiNamco,2016,66,73,0.65
Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken,Misc,Nintendo DS,,BandaiNamco,2008,,,0.65
Drawn to Life: The Next Chapter,Adventure,Nintendo DS,E,THQ,2009,72,78,0.65
Harry Potter and the Half-Blood Prince,Action,PlayStation 2,E,EA,2009,,,0.64
Crash Bandicoot Purple: Ripto's Rampage,Action,Game Boy Advance,E,Other,2004,67,64,0.64
Spyro: A Hero's Tail,Action,PlayStation 2,E,Other,2004,60,79,0.64
Crash: Twinsanity,Action,PlayStation 2,E,Other,2004,64,81,0.64
Shin Megami Tensei: Persona 3 Portable,RPG,PlayStation Portable,M,Other,2010,89,72,0.64
Batman: Return to Arkham,Action,PlayStation 4,T,Other,2016,73,80,0.64
Rayman 3D,Action,Nintendo 3DS,E,Ubisoft,2011,61,64,0.64
Max Payne 2: The Fall of Max Payne,Shooter,Xbox,M,RockstarGames,2003,84,82,0.64
Sengoku Basara: Samurai Heroes,Action,PlayStation 3,T,Other,2010,61,83,0.64
GoldenEye: Rogue Agent,Shooter,PlayStation 2,T,EA,2004,60,68,0.64
WWE 2K15,Sports,Xbox 360,T,Other,2014,50,40,0.64
